date,open,high,low,close,volume
2021-09-07,143.315,144.043,143.1,143.76,20204880
2021-09-08,143.579,143.878,142.484,143.172,18416741
2021-09-09,143.321,143.789,142.661,143.022,15372626
2021-09-10,143.691,144.195,140.23,140.368,36972886
2021-09-13,141.437,142.434,140.74,141.818,22173932
2021-09-14,142.479,142.845,141.237,142.029,19745179
2021-09-15,142.256,143.928,140.838,143.908,27506935
2021-09-16,143.43,143.779,141.888,143.091,26290381
2021-09-17,142.515,142.932,139.963,140.292,53577984
2021-09-20,137.663,138.498,135.83,138.218,46686672
2021-09-21,139.244,139.506,137.778,138.531,25423730
2021-09-22,138.801,140.378,138.052,139.777,25146388
2021-09-23,140.478,141.184,139.895,140.706,21026949
2021-09-24,140.031,141.816,139.734,141.702,23067218
2021-09-27,140.296,141.425,139.562,140.562,21961284
2021-09-28,138.154,138.594,134.871,135.339,45938128
2021-09-29,136.486,136.655,133.382,133.869,30960529
2021-09-30,133.777,135.053,133.073,133.193,38166658
2021-10-01,133.962,136.416,133.589,136.049,35488364
2021-10-04,135.469,135.469,130.577,133.177,51387552
2021-10-05,133.557,136.728,133.557,135.532,32520725
2021-10-06,134.264,137.253,134.064,137.068,24452602
2021-10-07,138.39,139.536,138.15,138.722,25201166
2021-10-08,139.073,139.824,138.715,139.281,26621998
2021-10-11,138.789,140.204,138.357,138.412,18018703
2021-10-12,138.976,139.003,135.269,135.956,36463948
2021-10-13,136.905,137.501,136.025,137.085,19733597
2021-10-14,138.97,140.827,138.323,140.641,32043682
2021-10-15,141.103,141.206,140.247,140.858,30384187
2021-10-18,140.566,142.28,140.559,142.262,20470098
2021-10-19,142.87,143.143,142.085,142.719,20236092
2021-10-20,142.82,143.027,140.867,141.256,23372481
2021-10-21,141.256,141.643,139.993,141.373,26387572
2021-10-22,138.647,140.075,135.565,137.069,50772350
2021-10-25,137.053,137.501,134.935,136.95,34537007
2021-10-26,138.761,139.577,137.805,138.805,49413501
2021-10-27,138.901,148.113,138.901,145.689,86092366
2021-10-28,146.602,146.626,144.105,145.322,36337631
2021-10-29,144.554,147.707,144.128,147.511,43477340
2021-11-01,147.511,147.511,142.708,142.978,47093341
2021-11-02,144.058,146.08,143.815,144.906,33603616
2021-11-03,145.374,146.14,144.069,146.069,27592905
2021-11-04,146.592,149.193,145.779,147.732,38550504
2021-11-05,148.632,149.785,147.662,148.314,38493779
2021-11-08,149.284,150.071,147.895,148.493,23136067
2021-11-09,148.694,149.293,146.713,148.38,19600537
2021-11-10,146.968,147.535,144.016,145.367,30078443
2021-11-11,145.961,147.004,145.074,145.24,16577357
2021-11-12,146.087,148.312,144.886,148.141,22441057
2021-11-15,148.363,149.01,147.042,147.915,23592255
2021-11-16,147.615,148.224,146.78,147.341,18972528
2021-11-17,147.493,148.023,146.708,147.512,19670550
2021-11-18,147.707,150.036,147.349,149.297,35757375
2021-11-19,149.433,150.421,148.361,148.388,33821543
2021-11-22,148.792,149.289,145.619,145.773,30740233
2021-11-23,145.625,146.131,143.594,145.256,27329875
2021-11-24,144.948,145.72,143.851,145.592,18105537
2021-11-26,143.827,144.036,141.329,141.67,30579694
2021-11-29,143.48,145.768,143.375,145.005,32713200
2021-11-30,144.484,145.473,141.091,141.384,42219717
2021-12-01,143.48,145.423,140.402,140.542,34178693
2021-12-02,140.74,143.345,139.707,142.45,29300674
2021-12-03,143.162,143.878,139.794,141.489,41379623
2021-12-06,142.524,143.334,139.643,142.639,30729093
2021-12-07,145.07,146.999,144.704,146.738,32357174
2021-12-08,147.063,147.858,145.877,147.651,24358302
2021-12-09,147.058,148.562,146.583,147.105,23354075
2021-12-10,148.163,148.44,146.174,147.467,24551439
2021-12-13,147.248,147.435,144.991,145.299,27167529
2021-12-14,143.448,143.958,140.705,143.388,38585611
2021-12-15,142.891,146.191,141.166,145.912,36502306
2021-12-16,146.638,147.144,143.088,143.923,33772366
2021-12-17,141.985,143.315,140.79,141.213,51202824
2021-12-20,139.614,141.261,138.818,141.096,27290935
2021-12-21,141.541,143.35,139.995,142.954,28859601
2021-12-22,142.552,145.971,142.552,145.886,26417801
2021-12-23,145.971,147.708,145.923,146.386,26479082
2021-12-27,146.724,147.809,146.637,147.371,16042405
2021-12-28,147.701,147.764,145.527,146.157,18320473
2021-12-29,146.115,146.885,145.121,146.126,17851941
2021-12-30,146.164,146.768,145.467,145.671,15744589
2021-12-31,145.523,146.168,144.329,144.329,18200921
2022-01-03,144.531,145.324,143.194,144.468,28782904
2022-01-04,144.871,145.956,143.197,143.878,28502390
2022-01-05,143.898,143.977,137.191,137.278,54816276
2022-01-06,136.504,139.435,136.064,137.251,37482808
2022-01-07,137.647,137.948,135.275,136.523,29868445
2022-01-10,134.59,138.318,132.683,138.169,44569103
2022-01-11,137.508,139.709,136.198,139.231,28833848
2022-01-12,140.64,142.093,140.186,140.919,26206698
2022-01-13,141.029,142.334,137.909,138.087,31550560
2022-01-14,136.584,140.234,136.504,138.976,29768805
2022-01-18,135.683,136.636,134.949,135.507,35014572
2022-01-19,136.029,137.461,134.528,134.628,28751490
2022-01-20,135.758,137.129,132.485,132.827,30015556
2022-01-21,132.115,134.378,129.616,129.881,55853162
2022-01-24,125.523,130.729,124.05,130.332,76972264
2022-01-25,128.275,128.932,126.045,126.476,47130796
2022-01-26,130.645,132.52,126.683,128.766,49307599
2022-01-27,130.829,132.173,128.466,128.539,32134851
2022-01-28,129.19,132.874,128.021,132.869,34486043
2022-01-31,133.677,134.984,131.732,134.815,40130953
